Phase Number,Phase Name,Comic Name,Comic Link on LoCG
VII,"ALL-NEW, ALL-DIFFERENT & RESURRXION",X-Men Gold Vol. 4: The Negative Zone War,https://leagueofcomicgeeks.com/comic/4170849/x-men-gold-vol-4-the-negative-zone-war-tp
VII,"ALL-NEW, ALL-DIFFERENT & RESURRXION",X-Men Blue Vol. 4: Cry Havok,https://leagueofcomicgeeks.com/comic/9040300/x-men-blue-vol-4-cry-havok-tp
VII,"ALL-NEW, ALL-DIFFERENT & RESURRXION",Champions Vol. 4: Northern Lights,https://leagueofcomicgeeks.com/comic/4571398/champions-vol-4-northern-lights-tp
VII,"ALL-NEW, ALL-DIFFERENT & RESURRXION",X-Men Gold Vol. 5: Cruel and Unusual,https://leagueofcomicgeeks.com/comic/7520185/x-men-gold-vol-5-cruel-and-unusual-tp
VII,"ALL-NEW, ALL-DIFFERENT & RESURRXION",X-Men Blue Vol. 5: Surviving the Experience,https://leagueofcomicgeeks.com/comic/4404630/x-men-blue-vol-5-surviving-the-experience-tp
VII,"ALL-NEW, ALL-DIFFERENT & RESURRXION",Champions Vol. 5: Weird War One,https://leagueofcomicgeeks.com/comic/1922195/champions-vol-5-weird-war-one-tp
VII,"ALL-NEW, ALL-DIFFERENT & RESURRXION",X-Men Gold Vol. 6: 'Til Death Do Us Part,https://leagueofcomicgeeks.com/comic/3989854/x-men-gold-vol-6-til-death-do-us-part-tp
VII,"ALL-NEW, ALL-DIFFERENT & RESURRXION",X-Men Gold Vol. 7: Godwar,https://leagueofcomicgeeks.com/comic/1744975/x-men-gold-vol-7-godwar-tp
VII,"ALL-NEW, ALL-DIFFERENT & RESURRXION",Phoenix Resurrection: The Return of Jean Grey,https://leagueofcomicgeeks.com/comic/2926327/phoenix-resurrection-the-return-of-jean-grey-tp
VII,"ALL-NEW, ALL-DIFFERENT & RESURRXION",X-Men Red Vol. 1: The Hate Machine,https://leagueofcomicgeeks.com/comic/1997793/x-men-red-vol-1-the-hate-machine-tp
VII,"ALL-NEW, ALL-DIFFERENT & RESURRXION",X-Men Red Vol. 2: Waging Peace,https://leagueofcomicgeeks.com/comic/6098590/x-men-red-vol-2-waging-peace-tp
VII,"ALL-NEW, ALL-DIFFERENT & RESURRXION",Hunt for Wolverine,https://leagueofcomicgeeks.com/comic/7125136/hunt-for-wolverine-hc
VII,"ALL-NEW, ALL-DIFFERENT & RESURRXION",Return of Wolverine,https://leagueofcomicgeeks.com/comic/7005080/return-of-wolverine-tp
VII,"ALL-NEW, ALL-DIFFERENT & RESURRXION",Avengers: No Surrender / No Road Home Omnibus,https://leagueofcomicgeeks.com/comic/6044489/avengers-no-surrender-no-road-home-omnibus-hc
VIII,FRESH START & THE KRAKOAN DAWN,Avengers by Jason Aaron Vol. 1,https://leagueofcomicgeeks.com/comic/8370836/avengers-by-jason-aaron-vol-1-hc
VIII,FRESH START & THE KRAKOAN DAWN,Venomnibus by Cates & Stegman,https://leagueofcomicgeeks.com/comic/1711453/venomnibus-by-cates-stegman-hc
VIII,FRESH START & THE KRAKOAN DAWN,Daredevil by Chip Zdarsky Omnibus Vol. 1,https://leagueofcomicgeeks.com/comic/1982795/daredevil-by-chip-zdarsky-omnibus-vol-1-hc
VIII,FRESH START & THE KRAKOAN DAWN,House of X / Powers of X,https://leagueofcomicgeeks.com/comic/6272769/house-of-x-powers-of-x-hc
VIII,FRESH START & THE KRAKOAN DAWN,Immortal Hulk Omnibus,https://leagueofcomicgeeks.com/comic/9809353/the-immortal-hulk-omnibus-hc
VIII,FRESH START & THE KRAKOAN DAWN,The Amazing Spider-Man by Nick Spencer Omnibus Vol. 1,https://leagueofcomicgeeks.com/comic/3456997/the-amazing-spider-man-by-nick-spencer-omnibus-vol-1-hc
VIII,FRESH START & THE KRAKOAN DAWN,Avengers by Jason Aaron Vol. 2,https://leagueofcomicgeeks.com/comic/5867545/avengers-by-jason-aaron-vol-2-hc
VIII,FRESH START & THE KRAKOAN DAWN,X-Men: Age of Krakoa - Dawn of X Omnibus Vol. 1,https://leagueofcomicgeeks.com/comic/2588536/x-men-age-of-krakoa-dawn-of-x-omnibus-vol-1-hc
VIII,FRESH START & THE KRAKOAN DAWN,King in Black,https://leagueofcomicgeeks.com/comic/1275973/king-in-black-tp
VIII,FRESH START & THE KRAKOAN DAWN,Empyre Omnibus,https://leagueofcomicgeeks.com/comic/8524702/empyre-omnibus-hc
VIII,FRESH START & THE KRAKOAN DAWN,X-Men: Age of Krakoa - Dawn of X Omnibus Vol. 2,https://leagueofcomicgeeks.com/comic/2390448/x-men-age-of-krakoa-dawn-of-x-omnibus-vol-2-hc
VIII,FRESH START & THE KRAKOAN DAWN,The Amazing Spider-Man by Nick Spencer Omnibus Vol. 2,https://leagueofcomicgeeks.com/comic/9331948/the-amazing-spider-man-by-nick-spencer-omnibus-vol-2-hc
VIII,FRESH START & THE KRAKOAN DAWN,Guardians of the Galaxy Vol. 1: Then It's Us,https://leagueofcomicgeeks.com/comic/5631498/guardians-of-the-galaxy-vol-1-then-its-us-tp
VIII,FRESH START & THE KRAKOAN DAWN,Daredevil by Chip Zdarsky Omnibus Vol. 2,https://leagueofcomicgeeks.com/comic/1982795/daredevil-by-chip-zdarsky-omnibus-vol-1-hc?variant=2187422
VIII,FRESH START & THE KRAKOAN DAWN,Avengers by Jason Aaron Vol. 3,https://leagueofcomicgeeks.com/comic/3723244/avengers-by-jason-aaron-vol-3-hc
VIII,FRESH START & THE KRAKOAN DAWN,X of Swords,https://leagueofcomicgeeks.com/comic/3412992/x-of-swords-hc
VIII,FRESH START & THE KRAKOAN DAWN,The Amazing Spider-Man Vol. 9: Sins Rising,https://leagueofcomicgeeks.com/comic/4884436/the-amazing-spider-man-vol-9-sins-rising-tp
VIII,FRESH START & THE KRAKOAN DAWN,Avengers by Jason Aaron Vol. 4,https://leagueofcomicgeeks.com/comic/9680887/avengers-by-jason-aaron-vol-4-hc
VIII,FRESH START & THE KRAKOAN DAWN,Guardians of the Galaxy Vol. 2: Here We Make Our Stand,https://leagueofcomicgeeks.com/comic/3160592/guardians-of-the-galaxy-vol-2-here-we-make-our-stand-tp
VIII,FRESH START & THE KRAKOAN DAWN,War of the Realms,https://leagueofcomicgeeks.com/comic/9505542/the-war-of-the-realms-omnibus-hc?variant=8204904
VIII,FRESH START & THE KRAKOAN DAWN,X-Men: Age of Krakoa - Reign of X Omnibus Vol. 1,https://leagueofcomicgeeks.com/comic/5681420/x-men-age-of-krakoa-reign-of-x-omnibus-vol-1-hc
VIII,FRESH START & THE KRAKOAN DAWN,The Amazing Spider-Man: Last Remains Companion,https://leagueofcomicgeeks.com/comic/9521076/the-amazing-spider-man-last-remains-companion-tp
VIII,FRESH START & THE KRAKOAN DAWN,X-Men: Age of Krakoa - Reign of X Omnibus Vol. 2,https://leagueofcomicgeeks.com/comic/8788582/x-men-age-of-krakoa-reign-of-x-omnibus-vol-2-hc
VIII,FRESH START & THE KRAKOAN DAWN,X-Men: Hellfire Gala (2021),https://leagueofcomicgeeks.com/comic/5928285/x-men-hellfire-gala-tp
VIII,FRESH START & THE KRAKOAN DAWN,Sinister War,https://leagueofcomicgeeks.com/comic/9071025/sinister-war-tp
VIII,FRESH START & THE KRAKOAN DAWN,Guardians of the Galaxy Vol. 3: We're Super Heroes,https://leagueofcomicgeeks.com/comic/1232450/guardians-of-the-galaxy-vol-3-were-super-heroes-tp
VIII,FRESH START & THE KRAKOAN DAWN,The Last Annihilation,https://leagueofcomicgeeks.com/comic/5935299/the-last-annihilation-tp
VIII,FRESH START & THE KRAKOAN DAWN,Trials of X Vol. 1,https://leagueofcomicgeeks.com/comic/8964150/trials-of-x-vol-1-tp
VIII,FRESH START & THE KRAKOAN DAWN,Trials of X Vol. 2,https://leagueofcomicgeeks.com/comic/4291080/trials-of-x-vol-2-tp
VIII,FRESH START & THE KRAKOAN DAWN,Trials of X Vol. 3,https://leagueofcomicgeeks.com/comic/2326684/trials-of-x-vol-3-tp
VIII,FRESH START & THE KRAKOAN DAWN,Trials of X Vol. 4,https://leagueofcomicgeeks.com/comic/8153637/trials-of-x-vol-4-tp
VIII,FRESH START & THE KRAKOAN DAWN,Trials of X Vol. 5,https://leagueofcomicgeeks.com/comic/1246133/trials-of-x-vol-5-tp
VIII,FRESH START & THE KRAKOAN DAWN,Trials of X Vol. 6,https://leagueofcomicgeeks.com/comic/4905203/trials-of-x-vol-6-tp
VIII,FRESH START & THE KRAKOAN DAWN,Trials of X Vol. 7,https://leagueofcomicgeeks.com/comic/9368931/trials-of-x-vol-7-tp
VIII,FRESH START & THE KRAKOAN DAWN,Trials of X Vol. 8,https://leagueofcomicgeeks.com/comic/7817233/trials-of-x-vol-8-tp
VIII,FRESH START & THE KRAKOAN DAWN,Trials of X Vol. 9,https://leagueofcomicgeeks.com/comic/9553958/trials-of-x-vol-9-tp
VIII,FRESH START & THE KRAKOAN DAWN,Trials of X Vol. 10,https://leagueofcomicgeeks.com/comic/5189618/trials-of-x-vol-10-tp
VIII,FRESH START & THE KRAKOAN DAWN,Trials of X Vol. 11,https://leagueofcomicgeeks.com/comic/3312318/trials-of-x-vol-11-tp
VIII,FRESH START & THE KRAKOAN DAWN,Trials of X Vol. 12,https://leagueofcomicgeeks.com/comic/6757512/trials-of-x-vol-12-tp
VIII,FRESH START & THE KRAKOAN DAWN,Inferno,https://leagueofcomicgeeks.com/comic/7842968/inferno-tp
VIII,FRESH START & THE KRAKOAN DAWN,The X Lives & X Deaths of Wolverine,https://leagueofcomicgeeks.com/comic/6460796/the-x-lives-x-deaths-of-wolverine-tp
VIII,FRESH START & THE KRAKOAN DAWN,Avengers by Jason Aaron Vol. 5,https://leagueofcomicgeeks.com/comic/5733929/avengers-by-jason-aaron-vol-5-hc
IX,DESTINY OF X & JUDGMENT DAY,Devil's Reign,https://leagueofcomicgeeks.com/comic/4833823/devils-reign-tp
IX,DESTINY OF X & JUDGMENT DAY,Moon Knight by Jed MacKay Omnibus,https://leagueofcomicgeeks.com/comic/3220183/moon-knight-by-jed-mackay-omnibus-hc
IX,DESTINY OF X & JUDGMENT DAY,X-Men by Gerry Duggan Vol. 1,https://leagueofcomicgeeks.com/comic/5647422/x-men-by-gerry-duggan-vol-1-tp
IX,DESTINY OF X & JUDGMENT DAY,X-Men by Gerry Duggan Vol. 2,https://leagueofcomicgeeks.com/comic/9768363/x-men-by-gerry-duggan-vol-2-tp
IX,DESTINY OF X & JUDGMENT DAY,Fantastic Four by Ryan North Vol. 1: Whatever Happened to the Fantastic Four?,https://leagueofcomicgeeks.com/comic/1410991/fantastic-four-by-ryan-north-vol-1-whatever-happened-to-the-fantastic-four-tp
IX,DESTINY OF X & JUDGMENT DAY,The Amazing Spider-Man: Beyond Omnibus,https://leagueofcomicgeeks.com/comic/6031009/the-amazing-spider-man-beyond-omnibus-hc?variant=1738507
IX,DESTINY OF X & JUDGMENT DAY,X-Men by Gerry Duggan Vol. 3,https://leagueofcomicgeeks.com/comic/5658625/x-men-by-gerry-duggan-vol-3-tp
IX,DESTINY OF X & JUDGMENT DAY,Immortal X-Men by Kieron Gillen Vol. 1,https://leagueofcomicgeeks.com/comic/4492050/immortal-x-men-by-kieron-gillen-vol-1-tp
IX,DESTINY OF X & JUDGMENT DAY,Fantastic Four by Ryan North Vol. 2: Four Stories About Hope,https://leagueofcomicgeeks.com/comic/8747433/fantastic-four-by-ryan-north-vol-2-four-stories-about-hope-tp
IX,DESTINY OF X & JUDGMENT DAY,The Amazing Spider-Man by Zeb Wells Omnibus Vol. 1,https://leagueofcomicgeeks.com/comic/8492777/the-amazing-spider-man-by-zeb-wells-omnibus-vol-1-hc
IX,DESTINY OF X & JUDGMENT DAY,Immortal X-Men by Kieron Gillen Vol. 2,https://leagueofcomicgeeks.com/comic/6221915/immortal-x-men-by-kieron-gillen-vol-2-tp
IX,DESTINY OF X & JUDGMENT DAY,X-Men Red by Al Ewing Vol. 1,https://leagueofcomicgeeks.com/comic/2109383/x-men-red-by-al-ewing-vol-1-tp
IX,DESTINY OF X & JUDGMENT DAY,X-Men Red by Al Ewing Vol. 2,https://leagueofcomicgeeks.com/comic/4912807/x-men-red-by-al-ewing-vol-2-tp
IX,DESTINY OF X & JUDGMENT DAY,Legion of X by Simon Spurrier Vol. 1,https://leagueofcomicgeeks.com/comic/3712256/legion-of-x-by-simon-spurrier-vol-1-tp
IX,DESTINY OF X & JUDGMENT DAY,Legion of X by Simon Spurrier Vol. 2,https://leagueofcomicgeeks.com/comic/5837913/legion-of-x-by-simon-spurrier-vol-2-tp
IX,DESTINY OF X & JUDGMENT DAY,Fantastic Four by Ryan North Vol. 3: The Impossible Is Probable,https://leagueofcomicgeeks.com/comic/5613466/fantastic-four-by-ryan-north-vol-3-the-impossible-is-probable-tp
IX,DESTINY OF X & JUDGMENT DAY,Marauders by Steve Orlando Vol. 1,https://leagueofcomicgeeks.com/comic/5831279/marauders-by-steve-orlando-vol-1-tp
IX,DESTINY OF X & JUDGMENT DAY,Marauders by Steve Orlando Vol. 2,https://leagueofcomicgeeks.com/comic/7656444/marauders-by-steve-orlando-vol-2-tp
IX,DESTINY OF X & JUDGMENT DAY,X-Force by Benjamin Percy Vol. 5 & 6,https://leagueofcomicgeeks.com/comic/8209404/x-force-by-benjamin-percy-vol-5-tp
IX,DESTINY OF X & JUDGMENT DAY,X-Force by Benjamin Percy Vol. 7,https://leagueofcomicgeeks.com/comic/4498769/x-force-by-benjamin-percy-vol-7-tp
IX,DESTINY OF X & JUDGMENT DAY,A.X.E.: Judgment Day,https://leagueofcomicgeeks.com/comic/5885955/axe-judgment-day-tp
IX,DESTINY OF X & JUDGMENT DAY,Sins of Sinister,https://leagueofcomicgeeks.com/comic/6843991/sins-of-sinister-tp
IX,DESTINY OF X & JUDGMENT DAY,X-Men by Gerry Duggan Vol. 4,https://leagueofcomicgeeks.com/comic/6699438/x-men-by-gerry-duggan-vol-4-tp
IX,DESTINY OF X & JUDGMENT DAY,X-Men by Gerry Duggan Vol. 5,https://leagueofcomicgeeks.com/comic/6242693/x-men-by-gerry-duggan-vol-5-tp
IX,DESTINY OF X & JUDGMENT DAY,X-Men by Gerry Duggan Vol. 6,https://leagueofcomicgeeks.com/comic/6946957/x-men-by-gerry-duggan-vol-6-tp
IX,DESTINY OF X & JUDGMENT DAY,Immortal X-Men by Kieron Gillen Vol. 3,https://leagueofcomicgeeks.com/comic/1672442/immortal-x-men-by-kieron-gillen-vol-3-tp
IX,DESTINY OF X & JUDGMENT DAY,X-Men Red by Al Ewing Vol. 3,https://leagueofcomicgeeks.com/comic/3262907/x-men-red-by-al-ewing-vol-3-tp
X,FALL OF X,X-Men: Hellfire Gala - Fall of X,https://leagueofcomicgeeks.com/comic/8035688/x-men-hellfire-gala-fall-of-x-tp
X,FALL OF X,Immortal X-Men by Kieron Gillen Vol. 4,https://leagueofcomicgeeks.com/comic/1517036/immortal-x-men-by-kieron-gillen-vol-4-tp
X,FALL OF X,Guardians of the Galaxy Vol. 1: Grootfall,https://leagueofcomicgeeks.com/comic/2528319/guardians-of-the-galaxy-vol-1-grootfall-tp
X,FALL OF X,X-Men Red by Al Ewing Vol. 4,https://leagueofcomicgeeks.com/comic/6769966/x-men-red-by-al-ewing-vol-4-tp
X,FALL OF X,Wolverine by Benjamin Percy Vol. 7,https://leagueofcomicgeeks.com/comic/9822447/wolverine-by-benjamin-percy-vol-7-tp
X,FALL OF X,The Amazing Spider-Man by Zeb Wells Omnibus Vol. 2,https://leagueofcomicgeeks.com/comic/6587226/the-amazing-spider-man-by-zeb-wells-omnibus-vol-2-hc
X,FALL OF X,Wolverine by Benjamin Percy Vol. 8: Sabretooth War Part 1,https://leagueofcomicgeeks.com/comic/5820636/wolverine-by-benjamin-percy-vol-8-sabretooth-war-part-1-tp
X,FALL OF X,Wolverine by Benjamin Percy Vol. 9: Sabretooth War Part 2,https://leagueofcomicgeeks.com/comic/4241587/wolverine-by-benjamin-percy-vol-9-sabretooth-war-part-2-tp
X,FALL OF X,Rogue & Gambit: Power Play,https://leagueofcomicgeeks.com/comic/7863051/rogue-gambit-power-play-tp
X,FALL OF X,Uncanny Spider-Man: Fall of X,https://leagueofcomicgeeks.com/comic/4600542/uncanny-spider-man-fall-of-x-tp
X,FALL OF X,Fantastic Four by Ryan North Vol. 4: Fortune Favors the Fantastic,https://leagueofcomicgeeks.com/comic/3474271/fantastic-four-by-ryan-north-vol-4-fortune-favors-the-fantastic-tp
X,FALL OF X,Resurrection of Magneto,https://leagueofcomicgeeks.com/comic/6228297/resurrection-of-magneto-tp
X,FALL OF X,The Amazing Spider-Man Vol. 9: Gang War,https://leagueofcomicgeeks.com/comic/8905945/the-amazing-spider-man-vol-9-gang-war-tp
X,FALL OF X,Daredevil: Gang War,https://leagueofcomicgeeks.com/comic/9367254/daredevil-gang-war-tp
X,FALL OF X,Guardians of the Galaxy Vol. 2: Grootrise,https://leagueofcomicgeeks.com/comic/6336777/guardians-of-the-galaxy-vol-2-grootrise-tp
X,FALL OF X,Luke Cage: Gang War,https://leagueofcomicgeeks.com/comic/9661823/luke-cage-gang-war-tp
X,FALL OF X,Fall of the House of X / Rise of the Powers of X,https://leagueofcomicgeeks.com/comic/6141826/fall-of-the-house-of-x-rise-of-the-powers-of-x-omnibus-hc
X,FALL OF X,"Fantastic Four by Ryan North Vol. 5: Aliens, Ghosts, and Alternate Earths",https://leagueofcomicgeeks.com/comic/8409104/fantastic-four-by-ryan-north-vol-5-aliens-ghosts-and-alternate-earths-tp
X,FALL OF X,Immortal X-Men Vol. 5: X-Men Forever,https://leagueofcomicgeeks.com/comic/3580949/immortal-x-men-vol-5-x-men-forever-tp
X,FALL OF X,Dead X-Men,https://leagueofcomicgeeks.com/comic/5721448/dead-x-men-tp
XI,THE MODERN ERA,The Avengers by Jed MacKay Omnibus,https://leagueofcomicgeeks.com/comic/8719744/the-avengers-by-jed-mackay-omnibus-hc
XI,THE MODERN ERA,X-Men by Jed MacKay Vol. 1: Homecoming,https://leagueofcomicgeeks.com/comic/2266238/x-men-by-jed-mackay-vol-1-homecoming-tp
XI,THE MODERN ERA,Uncanny X-Men by Gail Simone Vol. 1: Red Wave,https://leagueofcomicgeeks.com/comic/9927517/uncanny-x-men-by-gail-simone-vol-1-red-wave-tp
XI,THE MODERN ERA,Exceptional X-Men by Eve L. Ewing Vol. 1: Duty Calls,https://leagueofcomicgeeks.com/comic/7591477/exceptional-x-men-by-eve-l-ewing-vol-1-duty-calls-tp
XI,THE MODERN ERA,Wolverine by Saladin Ahmed Vol. 1: In the Bones,https://leagueofcomicgeeks.com/comic/7008684/wolverine-by-saladin-ahmed-vol-1-in-the-bones-tp
XI,THE MODERN ERA,X-Force by Geoffrey Thorne Vol. 1: Fractures,https://leagueofcomicgeeks.com/comic/4809585/x-force-by-geoffrey-thorne-vol-1-fractures-tp
XI,THE MODERN ERA,Thunderbolts: Worldstrike,https://leagueofcomicgeeks.com/comic/2208668/thunderbolts-worldstrike-tp
XI,THE MODERN ERA,Blood Hunt,https://leagueofcomicgeeks.com/comic/1571231/blood-hunt-omnibus-hc
XI,THE MODERN ERA,X-Men by Jed MacKay Vol. 2: Hostile Takeover,https://leagueofcomicgeeks.com/comic/2643671/x-men-by-jed-mackay-vol-2-hostile-takeover-tp
XI,THE MODERN ERA,Uncanny X-Men by Gail Simone Vol. 2: The Dark Artery,https://leagueofcomicgeeks.com/comic/3188517/uncanny-x-men-by-gail-simone-vol-2-the-dark-artery-tp
XI,THE MODERN ERA,Exceptional X-Men by Eve L. Ewing Vol. 2: The Deep End,https://leagueofcomicgeeks.com/comic/6962134/exceptional-x-men-by-eve-l-ewing-vol-2-the-deep-end-tp
XI,THE MODERN ERA,Wolverine by Saladin Ahmed Vol. 2: Call of the Adamantine,https://leagueofcomicgeeks.com/comic/1736010/wolverine-by-saladin-ahmed-vol-2-call-of-the-adamantine-tp
XI,THE MODERN ERA,The Amazing Spider-Man by Joe Kelly Vol. 1: Get Back Up,https://leagueofcomicgeeks.com/comic/3362260/the-amazing-spider-man-vol-1-get-back-up-tp
XI,THE MODERN ERA,X-Men by Jed MacKay Vol. 3: The Hellfire Vigil,https://leagueofcomicgeeks.com/comic/9473278/x-men-by-jed-mackay-vol-3-the-hellfire-vigil-tp
XI,THE MODERN ERA,The Amazing Spider-Man by Joe Kelly Vol. 2: Through the Gates of Hell,https://leagueofcomicgeeks.com/comic/6536306/the-amazing-spider-man-vol-2-through-the-gates-of-hell-tp
XI,THE MODERN ERA,Uncanny X-Men by Gail Simone Vol. 3,https://leagueofcomicgeeks.com/comic/3188517/uncanny-x-men-by-gail-simone-vol-2-the-dark-artery-tp
XI,THE MODERN ERA,Wolverine by Saladin Ahmed Vol. 3: Mutant Protector,https://leagueofcomicgeeks.com/comic/9941258/wolverine-by-saladin-ahmed-vol-3-mutant-protector-tp
XI,THE MODERN ERA,The Amazing Spider-Man by Joe Kelly Vol. 3: Resolute,https://leagueofcomicgeeks.com/comic/7127352/the-amazing-spider-man-vol-3-resolute-tp
XI,THE MODERN ERA,Wolverine by Saladin Ahmed Vol. 4: Clash of the Champions,https://leagueofcomicgeeks.com/comic/6549558/wolverine-by-saladin-ahmed-vol-4-clash-of-the-champions-tp
XI,THE MODERN ERA,Fantastic Four by Ryan North Vol. 6: Our World Under Doom,https://leagueofcomicgeeks.com/comic/9291290/fantastic-four-by-ryan-north-vol-6-our-world-under-doom-tp
XI,THE MODERN ERA,X-Men: Age of Revelation - Book of Revelation,https://leagueofcomicgeeks.com/comic/6036494/x-men-age-of-revelation-book-of-revelation-tp
XI,THE MODERN ERA,The Amazing Spider-Man by Joe Kelly Vol. 4: Broken,https://leagueofcomicgeeks.com/comic/5109877/the-amazing-spider-man-vol-4-broken-tp
XI,THE MODERN ERA,X-Men by Jed MacKay Vol. 4: Age of Revelation Aftermath,https://leagueofcomicgeeks.com/comic/3589163/x-men-by-jed-mackay-vol-4-age-of-revelation-aftermath-tp
XI,THE MODERN ERA,Uncanny X-Men by Gail Simone Vol. 4: Where Monsters Dwell,https://leagueofcomicgeeks.com/comic/2745001/uncanny-x-men-by-gail-simone-vol-4-where-monsters-dwell-tp
XI,THE MODERN ERA,Thunderbolts: Doomstrike,https://leagueofcomicgeeks.com/comic/6281422/thunderbolts-doomstrike-tp
XI,THE MODERN ERA,One World Under Doom Omnibus,https://leagueofcomicgeeks.com/comic/7942794/one-world-under-doom-omnibus-hc
XI,THE MODERN ERA,Imperial,https://leagueofcomicgeeks.com/comic/2192736/imperial-tp
XII,,,
XII,,,
XII,,,
XII,,,
XII,,,
XII,,,
XII,,,
XII,,,
